model_name,checkpoint_stage,eval_stage,task_type,task_name_long,task_score,num_examples,invalid_json_count,invalid_json_rate,split_type
GLM-4-9B-1M,6,3,MSR,Multi-session Reasoning,0.096491,57,0,0.000000,held_out_character
GLM-4-9B-1M,6,3,ES,Event Summarization,0.010000,50,0,0.000000,held_out_character
GLM-4-9B-1M,6,3,TR,Temporal Reasoning,0.055556,36,0,0.000000,held_out_character
GLM-4-9B-1M,6,3,KU,Knowledge Updating,0.500000,14,0,0.000000,held_out_character
GLM-4-9B-1M,6,3,MA,Memory Arbitration,0.038462,13,2,0.153846,held_out_character
GLM-4-9B-1M,6,4,IE,Information Extraction,0.166667,60,0,0.000000,held_out_character
GLM-4-9B-1M,6,4,MSR,Multi-session Reasoning,0.084746,59,0,0.000000,held_out_character
GLM-4-9B-1M,6,4,ES,Event Summarization,0.000000,54,0,0.000000,held_out_character
GLM-4-9B-1M,6,4,TR,Temporal Reasoning,0.081081,37,0,0.000000,held_out_character
GLM-4-9B-1M,6,4,KU,Knowledge Updating,0.100000,10,0,0.000000,held_out_character
GLM-4-9B-1M,6,4,MA,Memory Arbitration,0.083333,6,0,0.000000,held_out_character
GLM-4-9B-1M,6,5,IE,Information Extraction,0.224138,58,0,0.000000,held_out_character
GLM-4-9B-1M,6,5,MSR,Multi-session Reasoning,0.144068,59,0,0.000000,held_out_character
GLM-4-9B-1M,6,5,ES,Event Summarization,0.000000,50,0,0.000000,held_out_character
GLM-4-9B-1M,6,5,TR,Temporal Reasoning,0.000000,39,0,0.000000,held_out_character
GLM-4-9B-1M,6,5,KU,Knowledge Updating,0.142857,14,0,0.000000,held_out_character
GLM-4-9B-1M,6,5,MA,Memory Arbitration,0.000000,9,0,0.000000,held_out_character
GLM-4-9B-1M,6,6,IE,Information Extraction,0.440678,59,0,0.000000,held_out_character
GLM-4-9B-1M,6,6,MSR,Multi-session Reasoning,0.166667,57,0,0.000000,held_out_character
GLM-4-9B-1M,6,6,ES,Event Summarization,0.000000,51,0,0.000000,held_out_character
GLM-4-9B-1M,6,6,TR,Temporal Reasoning,0.088235,34,0,0.000000,held_out_character
GLM-4-9B-1M,6,6,KU,Knowledge Updating,0.210526,19,0,0.000000,held_out_character
GLM-4-9B-1M,6,6,MA,Memory Arbitration,0.100000,15,0,0.000000,held_out_character
GLM-4-9B-1M,7,1,IE,Information Extraction,0.245614,57,0,0.000000,held_out_character
GLM-4-9B-1M,7,1,MSR,Multi-session Reasoning,0.080357,56,0,0.000000,held_out_character
GLM-4-9B-1M,7,1,ES,Event Summarization,0.000000,48,1,0.020833,held_out_character
GLM-4-9B-1M,7,1,TR,Temporal Reasoning,0.000000,41,0,0.000000,held_out_character
GLM-4-9B-1M,7,1,KU,Knowledge Updating,0.105263,19,0,0.000000,held_out_character
GLM-4-9B-1M,7,1,MA,Memory Arbitration,0.033333,15,0,0.000000,held_out_character
GLM-4-9B-1M,7,2,IE,Information Extraction,0.147541,61,0,0.000000,held_out_character
GLM-4-9B-1M,7,2,MSR,Multi-session Reasoning,0.060345,58,0,0.000000,held_out_character
GLM-4-9B-1M,7,2,ES,Event Summarization,0.009615,52,3,0.057692,held_out_character
GLM-4-9B-1M,7,2,TR,Temporal Reasoning,0.068182,44,0,0.000000,held_out_character
GLM-4-9B-1M,7,2,KU,Knowledge Updating,0.153846,13,0,0.000000,held_out_character
GLM-4-9B-1M,7,2,MA,Memory Arbitration,0.166667,6,0,0.000000,held_out_character
GLM-4-9B-1M,7,3,IE,Information Extraction,0.192982,57,0,0.000000,held_out_character
GLM-4-9B-1M,7,3,MSR,Multi-session Reasoning,0.026316,57,0,0.000000,held_out_character
GLM-4-9B-1M,7,3,ES,Event Summarization,0.010000,50,2,0.040000,held_out_character
GLM-4-9B-1M,7,3,TR,Temporal Reasoning,0.027778,36,0,0.000000,held_out_character
GLM-4-9B-1M,7,3,KU,Knowledge Updating,0.214286,14,0,0.000000,held_out_character
GLM-4-9B-1M,7,3,MA,Memory Arbitration,0.153846,13,0,0.000000,held_out_character
GLM-4-9B-1M,7,4,IE,Information Extraction,0.133333,60,0,0.000000,held_out_character
GLM-4-9B-1M,7,4,MSR,Multi-session Reasoning,0.118644,59,0,0.000000,held_out_character
GLM-4-9B-1M,7,4,ES,Event Summarization,0.000000,54,0,0.000000,held_out_character
GLM-4-9B-1M,7,4,TR,Temporal Reasoning,0.108108,37,0,0.000000,held_out_character
GLM-4-9B-1M,7,4,KU,Knowledge Updating,0.200000,10,0,0.000000,held_out_character
GLM-4-9B-1M,7,4,MA,Memory Arbitration,0.166667,6,0,0.000000,held_out_character
GLM-4-9B-1M,7,5,IE,Information Extraction,0.172414,58,0,0.000000,held_out_character
GLM-4-9B-1M,7,5,MSR,Multi-session Reasoning,0.067797,59,0,0.000000,held_out_character
GLM-4-9B-1M,7,5,ES,Event Summarization,0.010000,50,1,0.020000,held_out_character
GLM-4-9B-1M,7,5,TR,Temporal Reasoning,0.000000,39,0,0.000000,held_out_character
GLM-4-9B-1M,7,5,KU,Knowledge Updating,0.071429,14,0,0.000000,held_out_character
GLM-4-9B-1M,7,5,MA,Memory Arbitration,0.000000,9,1,0.111111,held_out_character
GLM-4-9B-1M,7,6,IE,Information Extraction,0.288136,59,0,0.000000,held_out_character
GLM-4-9B-1M,7,6,MSR,Multi-session Reasoning,0.131579,57,0,0.000000,held_out_character
GLM-4-9B-1M,7,6,ES,Event Summarization,0.019608,51,1,0.019608,held_out_character
GLM-4-9B-1M,7,6,TR,Temporal Reasoning,0.029412,34,0,0.000000,held_out_character
GLM-4-9B-1M,7,6,KU,Knowledge Updating,0.052632,19,0,0.000000,held_out_character
GLM-4-9B-1M,7,6,MA,Memory Arbitration,0.100000,15,0,0.000000,held_out_character
GLM-4-9B-1M,7,7,IE,Information Extraction,0.490909,55,0,0.000000,held_out_character
GLM-4-9B-1M,7,7,MSR,Multi-session Reasoning,0.181034,58,0,0.000000,held_out_character
GLM-4-9B-1M,7,7,ES,Event Summarization,0.031250,48,1,0.020833,held_out_character
GLM-4-9B-1M,7,7,TR,Temporal Reasoning,0.027027,37,0,0.000000,held_out_character
GLM-4-9B-1M,7,7,KU,Knowledge Updating,0.238095,21,0,0.000000,held_out_character
GLM-4-9B-1M,7,7,MA,Memory Arbitration,0.083333,24,0,0.000000,held_out_character
GLM-4-9B-1M,8,1,IE,Information Extraction,0.228070,57,0,0.000000,held_out_character
GLM-4-9B-1M,8,1,MSR,Multi-session Reasoning,0.071429,56,0,0.000000,held_out_character
GLM-4-9B-1M,8,1,ES,Event Summarization,0.000000,48,1,0.020833,held_out_character
GLM-4-9B-1M,8,1,TR,Temporal Reasoning,0.024390,41,0,0.000000,held_out_character
GLM-4-9B-1M,8,1,KU,Knowledge Updating,0.000000,19,0,0.000000,held_out_character
GLM-4-9B-1M,8,1,MA,Memory Arbitration,0.100000,15,0,0.000000,held_out_character
GLM-4-9B-1M,8,2,IE,Information Extraction,0.245902,61,0,0.000000,held_out_character
GLM-4-9B-1M,8,2,MSR,Multi-session Reasoning,0.086207,58,1,0.017241,held_out_character
GLM-4-9B-1M,8,2,ES,Event Summarization,0.009615,52,1,0.019231,held_out_character
GLM-4-9B-1M,8,2,TR,Temporal Reasoning,0.068182,44,0,0.000000,held_out_character
GLM-4-9B-1M,8,2,KU,Knowledge Updating,0.230769,13,0,0.000000,held_out_character
GLM-4-9B-1M,8,2,MA,Memory Arbitration,0.000000,6,0,0.000000,held_out_character
GLM-4-9B-1M,8,3,IE,Information Extraction,0.263158,57,0,0.000000,held_out_character
GLM-4-9B-1M,8,3,MSR,Multi-session Reasoning,0.061404,57,0,0.000000,held_out_character
GLM-4-9B-1M,8,3,ES,Event Summarization,0.000000,50,2,0.040000,held_out_character
GLM-4-9B-1M,8,3,TR,Temporal Reasoning,0.000000,36,0,0.000000,held_out_character
GLM-4-9B-1M,8,3,KU,Knowledge Updating,0.214286,14,0,0.000000,held_out_character
GLM-4-9B-1M,8,3,MA,Memory Arbitration,0.000000,13,0,0.000000,held_out_character
GLM-4-9B-1M,8,4,IE,Information Extraction,0.166667,60,0,0.000000,held_out_character
GLM-4-9B-1M,8,4,MSR,Multi-session Reasoning,0.076271,59,1,0.016949,held_out_character
GLM-4-9B-1M,8,4,ES,Event Summarization,0.000000,54,3,0.055556,held_out_character
GLM-4-9B-1M,8,4,TR,Temporal Reasoning,0.108108,37,0,0.000000,held_out_character
GLM-4-9B-1M,8,4,KU,Knowledge Updating,0.000000,10,0,0.000000,held_out_character
GLM-4-9B-1M,8,4,MA,Memory Arbitration,0.166667,6,0,0.000000,held_out_character
GLM-4-9B-1M,8,5,IE,Information Extraction,0.137931,58,0,0.000000,held_out_character
GLM-4-9B-1M,8,5,MSR,Multi-session Reasoning,0.025424,59,0,0.000000,held_out_character
GLM-4-9B-1M,8,5,ES,Event Summarization,0.000000,50,2,0.040000,held_out_character
GLM-4-9B-1M,8,5,TR,Temporal Reasoning,0.051282,39,0,0.000000,held_out_character
GLM-4-9B-1M,8,5,KU,Knowledge Updating,0.142857,14,1,0.071429,held_out_character
GLM-4-9B-1M,8,5,MA,Memory Arbitration,0.055556,9,0,0.000000,held_out_character
GLM-4-9B-1M,8,6,IE,Information Extraction,0.305085,59,0,0.000000,held_out_character
GLM-4-9B-1M,8,6,MSR,Multi-session Reasoning,0.078947,57,0,0.000000,held_out_character
GLM-4-9B-1M,8,6,ES,Event Summarization,0.009804,51,0,0.000000,held_out_character
GLM-4-9B-1M,8,6,TR,Temporal Reasoning,0.029412,34,0,0.000000,held_out_character
GLM-4-9B-1M,8,6,KU,Knowledge Updating,0.052632,19,0,0.000000,held_out_character
GLM-4-9B-1M,8,6,MA,Memory Arbitration,0.033333,15,0,0.000000,held_out_character
GLM-4-9B-1M,8,7,IE,Information Extraction,0.436364,55,0,0.000000,held_out_character
GLM-4-9B-1M,8,7,MSR,Multi-session Reasoning,0.137931,58,0,0.000000,held_out_character
GLM-4-9B-1M,8,7,ES,Event Summarization,0.000000,48,0,0.000000,held_out_character
GLM-4-9B-1M,8,7,TR,Temporal Reasoning,0.027027,37,0,0.000000,held_out_character
GLM-4-9B-1M,8,7,KU,Knowledge Updating,0.095238,21,1,0.047619,held_out_character
GLM-4-9B-1M,8,7,MA,Memory Arbitration,0.166667,24,0,0.000000,held_out_character
GLM-4-9B-1M,8,8,IE,Information Extraction,0.338983,59,0,0.000000,held_out_character
GLM-4-9B-1M,8,8,MSR,Multi-session Reasoning,0.107143,56,1,0.017857,held_out_character
GLM-4-9B-1M,8,8,ES,Event Summarization,0.000000,49,0,0.000000,held_out_character
GLM-4-9B-1M,8,8,TR,Temporal Reasoning,0.052632,38,0,0.000000,held_out_character
GLM-4-9B-1M,8,8,KU,Knowledge Updating,0.294118,17,0,0.000000,held_out_character
GLM-4-9B-1M,8,8,MA,Memory Arbitration,0.055556,9,0,0.000000,held_out_character
GLM-4-9B-1M,9,1,IE,Information Extraction,0.315789,57,0,0.000000,held_out_character
GLM-4-9B-1M,9,1,MSR,Multi-session Reasoning,0.044643,56,1,0.017857,held_out_character
GLM-4-9B-1M,9,1,ES,Event Summarization,0.000000,48,1,0.020833,held_out_character
GLM-4-9B-1M,9,1,TR,Temporal Reasoning,0.048780,41,0,0.000000,held_out_character
GLM-4-9B-1M,9,1,KU,Knowledge Updating,0.105263,19,0,0.000000,held_out_character
GLM-4-9B-1M,9,1,MA,Memory Arbitration,0.066667,15,0,0.000000,held_out_character
GLM-4-9B-1M,9,2,IE,Information Extraction,0.196721,61,0,0.000000,held_out_character
GLM-4-9B-1M,9,2,MSR,Multi-session Reasoning,0.077586,58,1,0.017241,held_out_character
GLM-4-9B-1M,9,2,ES,Event Summarization,0.028846,52,0,0.000000,held_out_character
GLM-4-9B-1M,9,2,TR,Temporal Reasoning,0.113636,44,0,0.000000,held_out_character
GLM-4-9B-1M,9,2,KU,Knowledge Updating,0.307692,13,0,0.000000,held_out_character
GLM-4-9B-1M,9,2,MA,Memory Arbitration,0.166667,6,0,0.000000,held_out_character
GLM-4-9B-1M,9,3,IE,Information Extraction,0.140351,57,0,0.000000,held_out_character
GLM-4-9B-1M,9,3,MSR,Multi-session Reasoning,0.043860,57,0,0.000000,held_out_character
GLM-4-9B-1M,9,3,ES,Event Summarization,0.020000,50,1,0.020000,held_out_character
GLM-4-9B-1M,9,3,TR,Temporal Reasoning,0.055556,36,0,0.000000,held_out_character
GLM-4-9B-1M,9,3,KU,Knowledge Updating,0.357143,14,0,0.000000,held_out_character
GLM-4-9B-1M,9,3,MA,Memory Arbitration,0.115385,13,0,0.000000,held_out_character
GLM-4-9B-1M,9,4,IE,Information Extraction,0.150000,60,0,0.000000,held_out_character
GLM-4-9B-1M,9,4,MSR,Multi-session Reasoning,0.067797,59,1,0.016949,held_out_character
GLM-4-9B-1M,9,4,ES,Event Summarization,0.009259,54,0,0.000000,held_out_character
GLM-4-9B-1M,9,4,TR,Temporal Reasoning,0.027027,37,0,0.000000,held_out_character
GLM-4-9B-1M,9,4,KU,Knowledge Updating,0.000000,10,0,0.000000,held_out_character
GLM-4-9B-1M,9,4,MA,Memory Arbitration,0.083333,6,0,0.000000,held_out_character
GLM-4-9B-1M,9,5,IE,Information Extraction,0.086207,58,0,0.000000,held_out_character
GLM-4-9B-1M,9,5,MSR,Multi-session Reasoning,0.076271,59,0,0.000000,held_out_character
GLM-4-9B-1M,9,5,ES,Event Summarization,0.020000,50,1,0.020000,held_out_character
GLM-4-9B-1M,9,5,TR,Temporal Reasoning,0.051282,39,0,0.000000,held_out_character
GLM-4-9B-1M,9,5,KU,Knowledge Updating,0.357143,14,0,0.000000,held_out_character
GLM-4-9B-1M,9,5,MA,Memory Arbitration,0.000000,9,0,0.000000,held_out_character
GLM-4-9B-1M,9,6,IE,Information Extraction,0.220339,59,0,0.000000,held_out_character
GLM-4-9B-1M,9,6,MSR,Multi-session Reasoning,0.114035,57,0,0.000000,held_out_character
GLM-4-9B-1M,9,6,ES,Event Summarization,0.049020,51,1,0.019608,held_out_character
GLM-4-9B-1M,9,6,TR,Temporal Reasoning,0.029412,34,0,0.000000,held_out_character
GLM-4-9B-1M,9,6,KU,Knowledge Updating,0.052632,19,0,0.000000,held_out_character
GLM-4-9B-1M,9,6,MA,Memory Arbitration,0.066667,15,0,0.000000,held_out_character
GLM-4-9B-1M,9,7,IE,Information Extraction,0.272727,55,0,0.000000,held_out_character
GLM-4-9B-1M,9,7,MSR,Multi-session Reasoning,0.112069,58,0,0.000000,held_out_character
GLM-4-9B-1M,9,7,ES,Event Summarization,0.000000,48,2,0.041667,held_out_character
GLM-4-9B-1M,9,7,TR,Temporal Reasoning,0.054054,37,0,0.000000,held_out_character
GLM-4-9B-1M,9,7,KU,Knowledge Updating,0.047619,21,0,0.000000,held_out_character
GLM-4-9B-1M,9,7,MA,Memory Arbitration,0.062500,24,0,0.000000,held_out_character
GLM-4-9B-1M,9,8,IE,Information Extraction,0.220339,59,0,0.000000,held_out_character
GLM-4-9B-1M,9,8,MSR,Multi-session Reasoning,0.026786,56,0,0.000000,held_out_character
GLM-4-9B-1M,9,8,ES,Event Summarization,0.010204,49,0,0.000000,held_out_character
GLM-4-9B-1M,9,8,TR,Temporal Reasoning,0.052632,38,0,0.000000,held_out_character
GLM-4-9B-1M,9,8,KU,Knowledge Updating,0.235294,17,0,0.000000,held_out_character
GLM-4-9B-1M,9,8,MA,Memory Arbitration,0.111111,9,0,0.000000,held_out_character
GLM-4-9B-1M,9,9,IE,Information Extraction,0.310345,58,0,0.000000,held_out_character
GLM-4-9B-1M,9,9,MSR,Multi-session Reasoning,0.149123,57,0,0.000000,held_out_character
GLM-4-9B-1M,9,9,ES,Event Summarization,0.009259,54,1,0.018519,held_out_character
GLM-4-9B-1M,9,9,TR,Temporal Reasoning,0.190476,42,0,0.000000,held_out_character
GLM-4-9B-1M,9,9,KU,Knowledge Updating,0.250000,12,0,0.000000,held_out_character
GLM-4-9B-1M,9,9,MA,Memory Arbitration,0.100000,10,0,0.000000,held_out_character
GLM-4-9B-1M,10,1,IE,Information Extraction,0.228070,57,0,0.000000,held_out_character
GLM-4-9B-1M,10,1,MSR,Multi-session Reasoning,0.062500,56,0,0.000000,held_out_character
GLM-4-9B-1M,10,1,ES,Event Summarization,0.010417,48,2,0.041667,held_out_character
GLM-4-9B-1M,10,1,TR,Temporal Reasoning,0.000000,41,0,0.000000,held_out_character
GLM-4-9B-1M,10,1,KU,Knowledge Updating,0.052632,19,0,0.000000,held_out_character
GLM-4-9B-1M,10,1,MA,Memory Arbitration,0.100000,15,0,0.000000,held_out_character
GLM-4-9B-1M,10,2,IE,Information Extraction,0.213115,61,0,0.000000,held_out_character
GLM-4-9B-1M,10,2,MSR,Multi-session Reasoning,0.068966,58,1,0.017241,held_out_character
GLM-4-9B-1M,10,2,ES,Event Summarization,0.019231,52,2,0.038462,held_out_character
GLM-4-9B-1M,10,2,TR,Temporal Reasoning,0.068182,44,0,0.000000,held_out_character
GLM-4-9B-1M,10,2,KU,Knowledge Updating,0.384615,13,0,0.000000,held_out_character
GLM-4-9B-1M,10,2,MA,Memory Arbitration,0.000000,6,0,0.000000,held_out_character
GLM-4-9B-1M,10,3,IE,Information Extraction,0.192982,57,0,0.000000,held_out_character
GLM-4-9B-1M,10,3,MSR,Multi-session Reasoning,0.070175,57,0,0.000000,held_out_character
GLM-4-9B-1M,10,3,ES,Event Summarization,0.020000,50,0,0.000000,held_out_character
GLM-4-9B-1M,10,3,TR,Temporal Reasoning,0.027778,36,0,0.000000,held_out_character
GLM-4-9B-1M,10,3,KU,Knowledge Updating,0.285714,14,0,0.000000,held_out_character
GLM-4-9B-1M,10,3,MA,Memory Arbitration,0.038462,13,0,0.000000,held_out_character
GLM-4-9B-1M,10,4,IE,Information Extraction,0.150000,60,0,0.000000,held_out_character
